49,85.0,1.68,197,163,74,1.82,1468.0,11.3,3.5,4,3,30.12,1
39,63.6,1.56,183,148,66,1.22,903.0,34.8,2.4,2,1,26.13,0
40,73.2,1.94,177,162,69,0.81,722.0,29.0,2.4,2,1,19.45,1
19,48.3,1.52,186,136,56,0.96,653.0,26.3,1.6,2,1,20.91,0
44,42.8,1.78,167,159,64,1.49,1066.0,25.3,2.6,3,2,13.51,0
59,88.1,1.76,187,168,74,1.35,1123.0,26.9,3.0,3,2,28.44,1
19,72.4,1.75,169,140,64,1.2,840.0,31.0,1.7,4,2,23.64,0
43,73.2,1.88,176,142,63,1.17,822.0,29.4,3.3,3,1,20.71,1
34,110.5,1.86,188,139,62,1.42,1086.0,22.3,3.6,2,1,31.94,1
57,46.1,1.76,165,130,60,1.44,842.0,25.8,1.7,3,2,14.88,0
50,90.8,1.71,173,153,62,1.07,810.0,22.6,3.4,4,2,31.05,1
26,59.3,1.51,181,129,71,1.7,1096.0,15.1,2.7,5,3,26.01,0
56,45.1,1.73,165,129,73,0.83,482.0,25.4,2.6,3,1,15.07,0
46,45.0,1.77,185,162,58,1.48,1187.0,29.1,3.6,3,2,14.36,1
59,89.4,1.62,198,125,59,1.43,885.0,23.5,3.6,3,2,34.06,1
43,127.7,1.69,171,155,53,1.14,875.0,24.1,2.9,3,2,44.71,1
52,70.9,1.72,194,143,66,1.31,927.0,20.2,2.6,3,2,23.97,1
42,49.2,1.5,173,131,63,1.15,678.0,27.7,1.5,3,2,21.87,0
41,62.3,1.79,181,162,73,1.99,1451.0,19.0,2.7,5,3,19.44,0
30,64.1,1.87,182,142,67,0.64,500.0,26.2,2.1,2,1,18.33,1
24,69.7,1.75,166,146,60,1.41,1029.0,32.5,2.0,3,1,22.76,0
53,56.9,1.59,199,164,65,1.49,1100.0,29.5,2.0,3,2,22.51,0
37,53.0,1.71,184,156,50,1.13,881.0,28.1,1.7,4,2,18.13,0
18,72.7,1.55,172,125,56,0.84,525.0,29.8,2.0,3,1,30.26,0
25,76.5,1.96,180,120,59,0.67,442.0,23.2,2.3,3,1,19.91,1
33,113.6,1.99,169,125,58,1.38,949.0,28.4,3.4,2,1,28.69,1
31,62.5,1.62,168,169,74,1.56,1318.0,16.5,2.7,4,3,23.81,0
29,95.2,1.86,174,141,52,0.64,496.0,26.6,2.5,2,1,27.52,1
40,51.7,1.82,161,160,71,0.9,792.0,21.4,3.0,3,1,15.61,1
32,105.3,1.67,184,143,72,0.57,448.0,26.9,2.9,3,1,37.76,1
45,71.2,1.68,172,144,63,1.37,888.0,34.1,1.6,3,1,25.23,0
51,78.1,1.51,193,134,74,0.92,555.0,31.1,2.6,3,1,34.25,0
19,50.6,1.68,193,145,64,1.21,877.0,30.6,2.1,3,2,17.93,0
49,70.2,1.89,194,127,51,0.7,440.0,29.6,2.6,3,1,19.65,1
40,62.6,1.53,197,143,73,1.93,1380.0,18.1,2.7,5,3,26.74,0
39,60.6,1.65,162,167,63,0.92,768.0,27.6,1.7,3,1,22.26,0
42,76.4,1.97,165,157,65,1.14,886.0,22.9,2.6,3,2,19.69,1
39,63.3,1.71,178,125,56,1.88,1175.0,18.5,2.7,4,3,21.65,0
39,68.6,1.64,162,154,53,1.33,1024.0,32.4,1.5,3,2,25.51,0
59,123.3,1.88,177,161,67,1.3,1036.0,23.0,2.6,4,2,34.89,1
23,107.0,1.94,198,120,73,1.35,891.0,23.5,2.9,2,1,28.43,1
32,68.3,1.92,168,165,54,1.42,1289.0,29.9,3.5,2,1,18.53,1
54,47.8,1.6,171,155,55,1.19,830.0,26.0,2.3,4,2,18.67,0
50,58.4,1.79,164,131,56,1.6,943.0,17.0,2.7,4,3,18.23,0
25,74.3,1.71,162,157,64,1.43,1123.0,25.6,1.6,3,2,25.41,0
22,106.8,1.82,170,130,50,1.0,715.0,28.2,2.3,4,2,32.24,1
56,125.5,1.8,189,131,73,1.26,817.0,20.9,2.7,4,2,38.73,1
21,55.2,1.55,163,161,53,1.37,1103.0,31.7,1.7,4,2,22.98,0
23,71.4,1.72,164,169,74,1.25,1056.0,25.6,1.5,2,1,24.13,0
49,77.7,1.61,160,158,50,1.03,806.0,26.7,3.4,3,2,29.98,1
47,88.4,1.6,186,126,60,1.86,1160.0,14.2,3.5,5,3,34.53,1
52,104.8,1.99,187,130,67,0.93,598.0,24.0,2.0,2,1,26.46,1
57,82.2,1.69,188,155,63,1.15,882.0,25.2,3.4,4,2,28.78,1
33,68.2,1.75,177,150,71,0.85,638.0,29.0,1.7,2,1,22.27,0
30,91.4,1.99,171,152,60,1.37,1145.0,23.0,3.7,3,2,23.08,1
59,42.1,1.65,172,132,59,1.22,725.0,33.0,2.2,2,1,15.46,0
47,68.7,1.76,161,137,66,1.37,845.0,27.7,2.4,3,2,22.18,0
36,47.2,1.74,196,160,53,1.5,1200.0,32.2,1.6,4,2,15.59,0
34,92.0,1.76,175,143,73,0.73,574.0,22.1,3.5,3,1,29.7,1
36,56.2,1.95,183,128,64,1.09,767.0,22.5,3.4,4,2,14.78,1
45,58.4,1.72,194,150,65,1.31,973.0,23.4,3.1,4,2,19.74,1
43,82.9,1.95,181,160,70,1.9,1505.0,12.9,3.5,5,3,21.8,1
54,66.9,1.74,195,129,62,1.24,720.0,29.5,2.1,2,1,22.1,0
43,66.3,1.85,170,121,58,1.18,707.0,27.5,3.2,2,1,19.37,1
40,93.6,1.93,188,157,60,1.38,1192.0,22.1,2.0,3,1,25.13,1
26,64.1,1.5,194,134,60,1.93,1293.0,15.1,2.7,5,3,28.49,0
29,86.7,1.62,174,122,55,1.52,1020.0,13.9,3.5,4,3,33.04,1
18,62.0,1.59,190,162,50,1.23,996.0,33.2,2.2,4,2,24.52,0
18,58.1,1.61,175,150,71,1.9,1425.0,15.3,2.7,4,3,22.41,0
51,64.9,1.6,169,125,55,1.49,838.0,31.1,2.5,4,2,25.35,0
49,69.3,1.62,191,122,62,1.14,626.0,28.8,1.9,4,2,26.41,0
42,42.7,1.74,161,130,71,1.04,608.0,32.9,1.6,3,1,14.1,0
57,51.4,1.63,183,134,73,1.2,724.0,33.7,2.0,4,2,19.35,0
18,67.4,1.6,182,164,71,0.6,492.0,33.5,2.4,3,1,26.33,0
33,55.6,1.61,161,147,54,1.77,1301.0,18.9,2.7,4,3,21.45,0
56,125.3,1.86,197,129,64,1.0,639.0,22.7,2.2,3,2,36.22,1
22,102.1,1.85,190,157,67,1.48,1278.0,28.1,2.4,4,2,29.83,1
39,61.9,1.77,199,166,69,1.32,1205.0,25.3,2.3,3,1,19.76,1
46,108.8,1.64,185,169,63,1.4,1171.0,20.5,3.4,3,1,40.45,1
20,51.1,1.58,188,169,64,0.5,422.0,29.6,1.6,2,1,20.47,0
29,81.7,1.99,162,126,54,1.45,1005.0,29.4,3.2,2,1,20.63,1
43,42.7,1.66,173,134,53,0.73,440.0,33.9,1.9,2,1,15.5,0
33,81.8,1.99,184,137,51,1.59,1198.0,10.5,3.5,4,3,20.66,1
54,54.6,1.76,160,137,56,1.28,868.0,27.4,3.3,4,2,17.63,1
39,107.7,1.88,162,160,59,0.72,634.0,28.1,3.6,2,1,30.47,1
46,56.9,1.6,185,143,65,0.88,566.0,27.7,1.6,3,1,22.23,0
31,78.8,1.71,177,121,59,1.49,992.0,24.7,2.5,4,2,26.95,1
45,48.2,1.64,168,159,67,1.25,894.0,32.1,2.5,4,2,17.92,0
22,50.7,1.59,197,139,66,1.27,883.0,29.4,1.8,3,2,20.05,0
47,86.6,1.99,182,153,70,1.98,1500.0,10.6,3.5,4,3,21.87,1
22,96.3,1.63,180,162,62,1.35,1203.0,27.1,2.4,4,2,36.25,1
29,80.8,1.98,160,145,50,1.65,1316.0,14.6,3.5,5,3,20.61,1
33,58.0,1.53,180,126,50,1.84,1159.0,18.3,2.7,5,3,24.78,0
43,95.9,1.85,186,157,64,1.28,995.0,27.7,3.4,2,1,28.02,1
43,61.5,1.58,165,149,50,1.86,1247.0,16.8,2.7,5,3,24.64,0
38,40.6,1.79,195,161,55,0.62,499.0,26.8,2.7,2,1,12.67,0
56,82.5,1.87,187,124,74,1.51,927.0,13.2,3.5,5,3,23.59,1
53,105.1,1.84,176,130,62,0.69,444.0,23.3,2.9,3,1,31.04,1
50,58.1,1.58,199,120,50,1.93,1042.0,19.3,2.7,5,3,23.27,0
47,61.0,1.76,162,153,54,1.54,1060.0,15.6,2.7,5,3,19.69,0
54,64.5,1.53,171,120,58,1.74,940.0,17.2,2.7,4,3,27.55,0
40,58.2,1.98,198,138,74,1.43,1085.0,24.0,2.5,3,2,14.85,1
27,69.5,1.76,171,121,66,0.94,569.0,34.4,2.0,3,1,22.44,0
22,62.2,1.84,161,140,65,0.51,393.0,21.5,2.3,3,1,18.37,1
53,68.0,1.7,181,139,57,1.06,663.0,25.1,2.4,4,2,23.53,0
51,56.3,1.5,182,142,66,1.43,914.0,27.4,2.4,3,1,25.02,0
48,94.5,1.7,189,140,64,1.01,700.0,28.2,3.5,3,2,32.7,1
27,58.0,1.79,164,143,73,1.39,994.0,27.1,1.5,2,1,18.1,0
36,84.0,1.94,168,123,50,1.8,1218.0,11.2,3.5,5,3,22.32,1
49,61.0,1.87,180,131,61,1.14,739.0,21.3,3.0,4,2,17.44,1
18,64.8,1.53,170,141,54,1.98,1396.0,18.6,2.7,5,3,27.68,0
22,45.7,1.77,164,139,73,1.04,795.0,20.7,2.4,3,1,14.59,1
21,80.9,1.9,194,137,55,1.8,1356.0,11.7,3.5,4,3,22.41,1
33,64.1,1.63,186,120,74,1.58,948.0,16.4,2.7,5,3,24.13,0
41,67.0,1.77,161,149,50,1.22,900.0,25.6,2.6,3,2,21.39,1
33,106.5,1.6,183,152,74,1.4,1170.0,27.3,3.3,4,2,41.6,1
19,95.1,1.85,190,143,50,1.21,952.0,25.3,2.3,4,2,27.79,1
45,65.5,1.57,192,133,59,0.66,395.0,34.3,2.3,2,1,26.57,0
49,105.7,1.64,198,155,59,1.2,921.0,29.5,3.1,3,2,39.3,1
44,48.0,1.76,189,124,52,0.88,491.0,28.6,2.6,2,1,15.5,0
37,69.5,1.5,196,130,66,0.69,448.0,32.8,2.4,2,1,30.89,0
41,66.1,1.69,187,143,68,0.77,545.0,27.4,3.4,2,1,23.14,1
29,68.0,1.7,190,150,60,0.76,627.0,28.9,2.9,2,1,23.53,1
52,50.3,1.78,170,132,67,0.85,555.0,24.5,2.3,2,1,15.88,1
50,69.3,1.68,182,135,51,1.2,729.0,30.3,2.0,2,1,24.55,0
50,86.7,1.63,161,143,58,1.7,1203.0,12.1,3.5,4,3,32.63,1
54,125.9,1.94,199,132,73,1.35,882.0,28.5,2.9,3,2,33.45,1
29,88.1,1.93,186,143,66,1.88,1479.0,11.1,3.5,5,3,23.65,1
20,124.3,1.82,194,145,63,1.25,997.0,22.4,3.2,3,2,37.53,1
18,62.0,1.85,161,121,53,0.88,586.0,23.7,3.0,3,1,18.12,1
50,69.7,1.72,198,135,66,1.24,753.0,27.3,2.0,4,2,23.56,0
57,60.9,1.52,196,157,66,1.31,926.0,30.6,1.8,3,2,26.36,0
27,76.5,1.97,180,165,61,1.13,1025.0,21.3,2.3,2,1,19.71,1
46,94.7,1.82,164,120,69,1.47,873.0,23.2,3.2,3,2,28.59,1
30,67.9,1.75,180,168,67,1.25,1155.0,29.1,3.1,2,1,22.17,1
29,121.1,1.87,188,130,52,1.31,937.0,24.1,3.2,4,2,34.63,1
48,71.5,1.64,179,154,60,1.46,1012.0,32.5,1.9,4,2,26.58,0
19,98.6,1.7,197,162,74,0.83,740.0,21.1,2.4,2,1,34.12,1
52,68.2,1.63,179,148,67,1.17,779.0,27.5,2.4,3,1,25.67,0
40,57.7,1.69,184,156,53,1.18,920.0,33.1,2.4,4,2,20.2,0
34,124.6,1.63,161,136,66,1.41,1055.0,27.6,2.8,3,2,46.9,1
43,73.0,1.59,191,158,67,1.31,931.0,28.9,2.2,3,1,28.88,0
25,59.4,1.51,185,161,54,1.62,1304.0,19.8,2.7,5,3,26.05,0
46,52.0,1.65,165,147,63,0.7,463.0,34.1,1.9,2,1,19.1,0
43,42.2,1.65,162,148,59,1.33,886.0,34.6,2.3,3,2,15.5,0
27,89.3,1.64,192,162,64,1.82,1622.0,12.1,3.5,4,3,33.2,1
43,110.0,1.76,160,122,50,1.09,658.0,22.0,3.4,3,1,35.51,1
51,66.2,1.58,164,129,65,0.86,499.0,31.3,2.3,3,1,26.52,0
58,58.6,1.66,172,161,60,1.21,964.0,26.8,2.9,2,1,21.27,1
24,51.0,1.67,178,133,72,0.97,710.0,21.3,2.8,3,1,18.29,1
21,101.5,1.95,171,131,69,0.97,699.0,27.9,3.1,3,1,26.69,1
28,114.2,1.87,184,166,55,1.05,959.0,20.2,3.2,3,2,32.66,1
46,54.4,1.72,194,161,73,0.91,725.0,24.8,2.9,2,1,18.39,1
53,52.4,1.57,171,149,71,1.34,898.0,28.3,2.2,3,2,21.26,0
42,85.2,1.81,189,151,65,1.54,1151.0,13.7,3.5,5,3,26.01,1
38,83.6,1.74,164,151,51,1.66,1379.0,11.6,3.5,5,3,27.61,1
53,115.4,1.92,193,161,50,1.36,1084.0,28.3,2.2,4,2,31.3,1
27,71.2,1.97,181,151,73,0.74,615.0,25.9,3.6,3,1,18.35,1
54,78.1,1.6,198,145,73,1.1,718.0,32.9,2.4,4,2,30.51,0
26,54.2,1.65,172,120,58,1.07,642.0,34.9,1.9,4,2,19.91,0
41,77.6,1.76,162,161,71,1.27,920.0,31.8,2.2,4,2,25.05,0
52,44.1,1.62,179,121,61,1.41,768.0,34.8,1.6,3,1,16.8,0
52,85.5,1.8,190,136,66,1.7,1144.0,10.1,3.5,5,3,26.39,1
53,47.8,1.76,164,149,74,1.06,711.0,28.4,1.5,4,2,15.43,0
35,102.5,1.94,183,158,64,0.84,730.0,21.1,2.4,2,1,27.23,1
56,118.0,1.9,199,126,68,0.66,412.0,22.6,3.2,2,1,32.69,1
49,82.3,1.84,192,146,71,1.29,932.0,28.4,3.4,4,2,24.31,1
41,81.6,1.87,167,128,59,1.87,1185.0,10.2,3.5,5,3,23.33,1
40,60.2,1.88,183,141,61,1.22,946.0,25.2,3.0,3,2,17.03,1
49,49.2,1.54,179,153,63,1.28,881.0,30.7,2.1,3,2,20.75,0
54,46.6,1.5,175,165,58,1.38,1025.0,30.6,2.0,2,1,20.71,0
29,68.7,1.72,171,168,62,1.08,907.0,29.8,1.7,4,2,23.22,0
30,60.6,1.55,172,120,52,1.3,780.0,32.9,1.6,3,2,25.22,0
40,52.1,1.61,198,128,70,0.87,612.0,21.3,3.3,2,1,20.1,1
42,46.6,1.77,184,139,63,0.61,382.0,28.1,2.6,2,1,14.87,0
52,65.5,1.74,191,138,70,1.48,1011.0,26.2,2.8,4,2,21.63,1
58,44.2,1.57,183,155,59,1.08,753.0,31.9,2.3,3,1,17.93,0
47,89.1,1.84,168,159,65,1.44,1133.0,24.0,3.6,3,2,26.32,1
34,65.9,1.62,199,164,56,0.81,731.0,28.8,2.2,2,1,25.11,1
37,55.6,1.57,182,123,53,0.97,597.0,29.2,2.4,2,1,22.56,0
42,63.7,1.98,172,128,69,1.37,868.0,24.0,3.0,2,1,16.25,1
39,86.2,1.82,191,160,72,1.96,1725.0,10.2,3.5,5,3,26.02,1
30,59.2,1.63,174,141,74,1.85,1304.0,17.8,2.7,4,3,22.28,0
36,85.4,1.88,195,137,60,1.98,1492.0,13.5,3.5,5,3,24.16,1
53,68.1,1.55,164,131,65,1.41,831.0,26.1,2.2,4,2,28.35,0
29,60.0,1.62,181,161,69,0.85,684.0,28.1,1.9,2,1,22.86,0
58,74.8,1.69,175,162,53,1.28,933.0,32.8,2.3,4,2,26.19,0
36,90.3,1.65,169,158,71,1.38,1199.0,23.7,3.4,4,2,33.17,1
29,86.1,1.65,183,128,71,1.66,1169.0,11.2,3.5,4,3,31.63,1
26,73.7,1.66,177,125,72,0.93,639.0,26.7,2.2,2,1,26.75,1
24,67.7,1.56,177,138,66,1.42,980.0,27.0,2.1,3,2,27.82,0
45,78.3,1.96,166,167,62,1.29,1066.0,29.0,2.2,3,1,20.38,1
31,48.2,1.65,163,166,60,1.1,913.0,26.1,2.5,2,1,17.7,0
48,56.8,1.51,185,126,52,1.37,777.0,32.1,2.1,4,2,24.91,0
36,112.4,1.63,164,135,58,1.02,757.0,25.0,3.4,4,2,42.3,1
33,59.0,1.67,175,124,55,0.9,558.0,33.7,1.9,3,1,21.16,0
22,98.4,1.88,194,135,71,0.52,386.0,21.3,2.2,2,1,27.84,1
52,66.5,1.6,185,120,70,1.34,796.0,26.8,2.1,4,2,25.98,1
29,106.5,1.81,177,156,60,1.29,1107.0,25.7,2.5,4,2,32.51,1
42,88.4,1.93,188,158,65,1.68,1314.0,12.4,3.5,4,3,23.73,1
38,88.4,1.79,182,138,68,1.74,1321.0,12.5,3.5,5,3,27.59,1
53,53.3,1.74,173,156,54,1.37,962.0,32.2,1.8,3,2,17.6,0
40,58.1,1.56,174,136,63,0.61,415.0,34.4,2.2,2,1,23.87,0
33,74.2,1.76,192,145,66,1.15,834.0,25.9,1.5,4,2,23.95,0
56,84.6,1.63,184,141,52,1.01,705.0,20.2,2.9,4,2,31.84,1
59,78.0,1.92,180,127,53,0.72,453.0,28.1,2.7,3,1,21.16,1
56,89.0,1.68,176,152,65,1.77,1332.0,10.5,3.5,5,3,31.53,1
31,42.7,1.76,182,121,65,1.46,883.0,34.9,2.2,3,1,13.78,0
48,83.9,1.82,176,149,70,1.9,1401.0,13.1,3.5,5,3,25.33,1
22,78.7,1.52,173,166,74,1.45,1204.0,31.5,2.3,3,2,34.06,0
52,65.9,1.52,188,139,53,1.27,794.0,27.0,2.3,4,2,28.52,0
40,76.9,1.92,179,137,68,1.13,851.0,22.4,3.7,4,2,20.86,1
46,84.3,2.0,189,162,66,1.83,1467.0,13.3,3.5,5,3,21.07,1
28,62.4,1.6,178,129,62,1.1,710.0,34.1,1.7,3,2,24.37,0
35,63.7,1.74,198,143,71,1.03,810.0,29.8,2.7,4,2,21.04,1
29,54.9,1.52,172,123,72,1.48,910.0,27.0,2.0,3,1,23.76,0
26,76.4,1.79,177,156,73,1.17,1004.0,21.3,2.7,3,2,23.84,1
27,106.4,1.86,182,123,50,1.34,907.0,20.6,3.1,2,1,30.76,1
34,68.4,1.5,192,132,61,1.37,904.0,33.7,2.1,4,2,30.4,0
55,63.5,1.86,198,144,53,1.36,969.0,22.9,2.9,4,2,18.35,1
24,59.4,1.5,199,132,60,1.25,825.0,25.0,2.0,3,2,26.4,0
30,113.4,1.91,177,137,54,1.27,957.0,22.2,3.7,3,1,31.08,1
57,61.9,1.52,168,143,51,0.92,592.0,28.4,2.6,3,1,26.79,0
59,70.7,1.68,192,121,66,1.17,637.0,34.9,1.9,3,2,25.05,0
26,111.5,1.9,191,167,57,1.02,937.0,25.2,2.2,2,1,30.89,1
44,72.1,1.66,176,152,55,1.4,958.0,27.0,2.5,2,1,26.16,0
19,56.9,1.87,178,138,70,0.61,463.0,23.3,3.7,3,1,16.27,1
22,86.2,1.9,186,128,58,1.91,1345.0,11.7,3.5,5,3,23.88,1
46,59.4,1.68,165,147,62,1.16,844.0,20.2,2.5,4,2,21.05,1
54,75.6,1.72,194,154,60,0.97,672.0,26.4,1.9,3,1,25.55,0
55,76.3,1.73,196,158,65,1.08,768.0,32.0,2.6,3,1,25.49,0
36,95.8,1.86,193,129,65,1.37,972.0,21.2,3.2,3,1,27.69,1
25,120.6,1.83,179,120,51,1.04,686.0,22.3,2.5,3,2,36.01,1
18,65.3,1.55,184,161,59,1.42,1143.0,28.5,2.2,3,2,27.18,0
39,85.3,1.89,163,140,61,0.77,593.0,27.6,3.6,2,1,23.88,1
34,68.0,1.68,169,128,57,0.67,472.0,25.8,3.4,2,1,24.09,1
24,52.6,1.57,169,166,60,1.29,1071.0,31.9,2.4,2,1,21.34,0
42,63.3,1.77,183,134,59,1.32,876.0,25.7,3.3,3,2,20.2,1
21,76.3,1.65,180,154,62,1.14,878.0,31.8,1.7,3,2,28.03,0
53,61.0,1.63,170,124,74,0.54,331.0,20.0,3.4,3,1,22.96,1
23,67.8,1.61,186,160,66,1.34,1072.0,34.3,1.8,2,1,26.16,0
48,114.9,1.86,175,141,56,1.36,949.0,21.1,3.6,3,1,33.21,1
36,88.0,1.71,185,160,73,1.87,1646.0,12.0,3.5,5,3,30.09,1
56,67.7,1.58,189,142,52,1.45,927.0,32.7,1.9,2,1,27.12,0
44,124.8,1.85,175,126,69,1.35,842.0,24.4,3.5,4,2,36.46,1
27,53.0,1.58,166,142,62,1.26,895.0,34.5,1.8,4,2,21.23,0
43,61.2,1.88,175,163,68,1.03,831.0,24.7,2.9,3,1,17.32,1
36,48.7,1.68,194,144,56,1.23,886.0,33.7,1.6,3,1,17.25,0
56,50.6,1.7,175,146,58,1.29,848.0,33.1,2.3,2,1,17.51,0
20,72.6,1.73,199,160,68,1.27,1016.0,34.8,2.5,3,2,24.26,0
30,70.4,1.56,171,125,62,1.03,644.0,34.3,2.4,4,2,28.93,0
45,52.5,1.88,194,153,71,1.08,818.0,29.0,2.9,4,2,14.85,1
37,76.3,1.77,180,128,57,1.36,957.0,27.3,2.1,4,2,24.35,1
45,41.2,1.58,195,168,71,1.47,1111.0,28.7,2.6,2,1,16.5,0
25,55.3,1.76,176,152,67,1.56,1186.0,15.5,2.7,4,3,17.85,0
58,49.7,1.67,191,125,72,1.38,776.0,31.9,2.3,4,2,17.82,0
56,48.3,1.87,165,156,51,0.68,525.0,29.8,3.3,3,1,13.81,1
18,83.2,1.96,183,150,67,1.83,1510.0,13.6,3.5,4,3,21.66,1
20,120.5,1.73,186,153,67,1.01,850.0,29.3,3.4,3,2,40.26,1
30,121.6,2.0,179,160,60,1.24,1091.0,28.0,3.3,4,2,30.4,1
45,73.0,1.75,184,148,50,1.14,759.0,26.6,2.0,4,2,23.84,0
42,57.5,1.67,161,133,63,1.76,1053.0,16.2,2.7,5,3,20.62,0
50,42.7,1.53,168,155,65,1.41,983.0,28.4,2.4,4,2,18.24,0
55,129.9,1.73,187,155,60,0.69,529.0,21.7,3.1,3,1,43.4,1
23,108.6,1.92,197,134,50,0.89,656.0,25.8,3.5,2,1,29.46,1
49,88.6,2.0,162,127,56,1.83,1150.0,14.9,3.5,4,3,22.15,1
38,49.7,1.51,179,145,65,1.25,906.0,32.6,2.5,3,1,21.8,0
33,56.4,1.54,165,155,63,1.06,822.0,29.2,1.5,3,1,23.78,0
38,46.9,1.74,198,167,64,1.03,946.0,20.0,2.6,4,2,15.49,1
28,71.3,1.67,192,140,63,1.46,1022.0,28.1,1.5,4,2,25.57,0
54,71.6,1.86,160,147,70,1.14,830.0,25.3,2.2,3,2,20.7,1
53,82.3,1.61,196,123,60,1.87,1139.0,11.6,3.5,5,3,31.75,1
52,70.6,1.69,165,135,65,1.36,826.0,26.1,2.2,3,1,24.72,0
36,109.8,1.62,193,141,68,0.84,651.0,24.4,3.5,3,1,41.84,1
37,73.5,1.69,174,131,66,0.54,354.0,27.5,1.6,2,1,25.73,0
35,85.6,1.85,185,135,55,1.78,1322.0,14.5,3.5,5,3,25.01,1
58,74.6,1.68,173,159,60,1.03,737.0,26.0,2.0,4,2,26.43,0
31,63.2,1.8,166,157,66,0.59,463.0,25.5,2.6,2,1,19.51,0
32,62.6,1.63,190,161,58,1.67,1344.0,15.0,2.7,5,3,23.56,0
48,87.1,1.76,183,156,67,1.81,1398.0,11.6,3.5,5,3,28.12,1
18,82.3,1.84,190,148,66,1.73,1408.0,13.3,3.5,5,3,24.31,1
20,64.3,1.78,188,137,61,1.71,1171.0,18.7,2.7,4,3,20.29,0
33,53.7,1.66,191,129,72,1.25,806.0,29.5,2.5,3,1,19.49,0
40,63.0,2.0,176,161,71,1.42,1257.0,26.8,2.9,4,2,15.75,1
28,128.4,1.86,173,158,71,1.06,921.0,23.6,3.3,4,2,37.11,1
29,88.0,1.89,199,137,54,1.75,1319.0,13.3,3.5,5,3,24.64,1
27,63.7,1.52,195,120,60,1.19,714.0,25.4,2.1,4,2,27.57,0
49,83.7,1.87,183,158,53,1.29,1009.0,23.9,2.3,4,2,23.94,1
33,102.6,1.75,186,140,53,1.4,1078.0,27.9,2.2,3,2,33.5,1
25,77.7,1.55,184,120,52,0.55,330.0,33.0,1.7,2,1,32.34,0
55,87.5,1.88,191,134,73,1.19,789.0,27.2,2.6,4,2,24.76,1
29,87.0,1.86,177,123,72,1.52,1028.0,11.0,3.5,4,3,25.15,1
41,82.8,1.66,177,139,74,1.97,1355.0,11.2,3.5,5,3,30.05,1
45,65.4,1.68,196,129,66,0.76,441.0,35.0,2.6,3,1,23.17,0
25,47.2,1.71,185,142,56,0.89,632.0,26.0,2.5,2,1,16.14,0
45,58.2,1.7,168,160,53,0.95,684.0,26.8,2.0,3,1,20.14,0
53,73.5,1.55,194,153,72,1.17,806.0,26.3,2.1,4,2,30.59,0
43,55.2,1.73,167,165,62,1.67,1240.0,16.6,2.7,5,3,18.44,0
25,64.4,1.71,179,167,61,1.12,935.0,27.1,1.8,3,1,22.02,0
45,73.5,1.74,181,152,50,1.18,807.0,30.0,2.3,4,2,24.28,0
45,89.6,1.81,178,153,70,1.7,1287.0,12.4,3.5,5,3,27.35,1
54,86.5,1.76,189,158,68,1.48,1158.0,29.0,3.4,3,2,27.92,1
58,46.1,1.67,187,129,70,1.28,743.0,25.3,1.8,4,2,16.53,0
53,68.5,1.97,194,139,69,1.3,894.0,23.2,2.1,3,2,17.65,1
44,94.6,1.84,170,120,67,1.26,748.0,26.0,3.1,4,2,27.94,1
34,54.2,1.52,190,132,60,1.13,746.0,31.0,2.2,3,1,23.46,0
26,47.7,1.77,198,120,69,1.15,759.0,24.8,2.7,3,2,15.23,1
50,52.2,1.84,195,124,52,1.38,847.0,28.2,3.1,4,2,15.42,1
37,88.8,1.95,189,135,66,1.58,1173.0,10.3,3.5,5,3,23.35,1
30,101.0,1.68,182,134,61,1.46,1076.0,28.2,2.9,4,2,35.79,1
45,118.4,1.95,178,168,59,1.06,881.0,24.9,2.4,3,2,31.14,1
46,47.9,1.72,171,147,57,1.41,933.0,26.3,2.0,3,1,16.19,0
30,51.5,1.74,174,150,64,1.08,810.0,33.9,2.0,3,2,17.01,0
52,79.9,1.51,190,142,54,0.75,479.0,31.5,2.6,3,1,35.04,0
23,121.3,1.85,196,167,53,0.72,661.0,21.6,3.6,2,1,35.44,1
35,78.9,1.64,196,164,70,1.28,1050.0,25.3,2.6,4,2,29.34,0
22,88.5,1.62,174,162,69,1.88,1675.0,10.7,3.5,5,3,33.72,1
42,73.5,1.63,188,136,68,0.52,350.0,26.1,3.2,3,1,27.66,1
19,127.9,1.93,185,168,70,1.27,1173.0,21.8,3.0,4,2,34.34,1
27,88.5,1.98,161,153,53,1.8,1515.0,11.1,3.5,4,3,22.57,1
47,43.4,1.62,179,132,64,0.51,303.0,25.3,2.3,3,1,16.54,0
22,42.8,1.56,174,133,66,1.47,978.0,32.2,2.6,3,2,17.59,0
50,64.5,1.79,163,130,61,1.17,753.0,28.1,2.4,4,2,20.13,1
18,50.7,1.53,181,147,52,1.29,948.0,33.0,2.1,3,2,21.66,0
35,59.2,1.66,197,161,59,1.3,1151.0,21.3,3.2,3,1,21.48,1
49,78.9,1.73,182,151,64,1.38,938.0,34.0,2.3,2,1,26.36,0
28,78.7,1.63,185,154,59,1.1,847.0,31.7,1.8,3,2,29.62,0
38,68.7,1.92,170,150,73,1.31,1081.0,29.0,3.0,4,2,18.64,1
43,53.1,1.59,187,136,72,0.82,502.0,29.5,2.5,2,1,21.0,0
42,64.8,1.65,161,166,67,1.1,904.0,24.4,2.8,3,2,23.8,1
